id,Регион (справочник),Варианты в файле
recrb0MVItc2eOCDM,Новосибирская область,БАРЛАК МОШКОВСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; БЕРДСК НОВОСИБИРСКОЙ ОБЛАСТИ; БЛЮДЧАНСКОЕ ЧАНОВСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; БЫСТРОВКА ИСКИТИМСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ВЕНГЕРОВО ВЕНГЕРОВСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ДИВИНКА БОЛОТНИНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ЗЕМ-ЗАИМКА ЧАНОВСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ИРБИЗИНО КАРАСУКСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ИСКИТИМ НОВОСИБИРСКОЙ ОБЛАСТИ; КАРГАТ КАРГАТСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; КАРГАТ НОВОСИБИРСКОЙ ОБЛАСТИ; КОЛЫВАНЬ КОЛЫВАНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; КРОХАЛЕВКА КОЧЕНЕВСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; КУЙБЫШЕВ НОВОСИБИРСКОЙ ОБЛАСТИ; КУЧУГУР КАРАСУКСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ЛИНЕВО ИСКИТИМСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; МАСЛЯНИНО МАСЛЯНИНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; МОЧИЩЕ НОВОСИБИРСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; МЫС УБИНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; НОВО-АЛЕКСАНДРОВКА УСТЬ-ТАРКСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; НОВОСИБИРСК НОВОСИБИРСКОЙ ОБЛАСТИ; НОВОСИБИРСКОЙ ОБЛАСТИ; ПИХТОВКА КОЛЫВАНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; РОМАНОВКА ЧИСТООЗЕРНОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ТАТАРСК НОВОСИБИРСКОЙ ОБЛАСТИ; ТЕРЕНГУЛЬ БАГАНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; УБИНСКОЕ УБИНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ЧЕРЕПАНОВО ЧЕРЕПАНОВСКОГО РАИОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ЧЕРЕПАНОВО ЧЕРЕПАНОВСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ; ЧЕРНОРЕЧЕНСКИЙ ИСКИТИМСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ
recxS9WBy5GZ85L0y,Одесская область,ГАНДРАБУРЫ АНАНЬЕВСКОГО РАЙОНА ОДЕССКОЙ ОБЛАСТИ; ЖОВТЕНЬ ШИРЯЕВСКОГО РАЙОНА ОДЕССКОЙ ОБЛАСТИ; ИВАНОВКА ОДЕССКОЙ ОБЛАСТИ; ИЗМАИЛ ОДЕССКОЙ ОБЛАСТИ; ИЛЬИЧЕВСК ОДЕССКОЙ ОБЛАСТИ; КОНДРАТОВКА КОТОВСКОГО РАЙОНА ОДЕССКОЙ ОБЛАСТИ; КОНСТАНТИНОВА САРАТСКОГО РАЙОНА ОДЕССКОЙ ОБЛАСТИ; ЛИМАНКА ОДЕССКОЙ ОБЛАСТИ; ОДЕССА ОДЕССКОЙ ОБЛАСТИ; ПОВСТАНСКОЕ БЕЛЯЕВСКОГО РАЙОНА ОДЕССКОЙ ОБЛАСТИ; РАЙЛЯНКА САРАТСКОГО РАЙОНА ОДЕССКОЙ ОБЛАСТИ; СУВОРОВО ИЗМАИЛЬСКОГО РАЙОНА ОДЕССКОЙ ОБЛАСТИ; ТАТАРБУНАРЫ ОДЕССКОЙ ОБЛАСТИ; ХОЛМСКОЕ АРЦИЗСКОГО РАЙОНА ОДЕССКОЙ ОБЛАСТИ; ЮЖНЫЙ ОДЕССКОЙ ОБЛАСТИ
recxf3Z7AaWMK36QZ,Омская область,АКСАРИНСКИЙ ИСИЛЬКУЛЬСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; БАРРИКАДА ИСИЛЬКУЛЬСКИЙ РАЙОН ОМСКОЙ ОБЛАСТИ; БЕЛЯЕВСКИЙ ИСИЛЬКУЛЬСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ГАННОВКА ОДЕССКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ГОРЬКОВСКОЕ ГОРЬКОВСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; КАМЫШЛОВСКИЙ ЛЮБИНСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; КОМИССАРОВА ОМСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; КОРМИЛОВКА КОРМИЛОВСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ЛЕЖАНКА ОМСКОЙ ОБЛАСТИ; ЛИСТВЯГИ БОЛЬШЕУКОВСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ОМСК ОМСКОЙ ОБЛАСТИ; ПАВЛОГРАДКА ПАВЛОГРАДСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ПЕРВОМАЙСКИЙ ТЮКАЛИНСКИЙ РАЙОН ОМСКОЙ ОБЛАСТИ; СОСНОВСКОЕ ТАВРИЧЕСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ТУСКАЗАНЬ БОЛЬШЕРЕЧЕНСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; УКИ БОЛЬШЕУКОВСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ЧУГУЕВО ПАВЛОГРАДСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ЧУМАНОВКА ОМСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ШИПУНОВО КРУТИНСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ; ЯР ЛЮБИНСКОГО РАЙОНА ОМСКОЙ ОБЛАСТИ
recu7UWw0dOiiuK22,Оренбургская область,АБДУЛИНО ОРЕНБУРГСКОЙ ОБЛАСТИ; АКЖАРОВКА ДОМБАРОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; АКЖАРСКОЕ ЯСНЕНСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; АЛЕКСАНДРОВКА АЛЕКСАНДРОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; АНИХОВКА АДАМОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; АСЕКЕЕВО ОРЕНБУРГСКОЙ ОБЛАСТИ; АЩИБУТАК ДОМБАРОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; БОЛЬШЕВИК КВАРКЕНСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; БУГУРУСЛАН ОРЕНБУРГСКОЙ ОБЛАСТИ; БУЗУЛУК ОРЕНБУРГСКОЙ ОБЛАСТИ; БУРАННОЕ СОЛЬ-ИЛЕЦКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ВОЗДВИЖЕНКА БЕЛЯЕВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ГЕРАСИМОВКА НОВОСЕРГЕЕВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ГЕРАСИМОВКА НОВОСЕРГИЕВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ГОРЬКОВСКОЕ НОВООРСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ДОМБАРОВКА ДОМБАРОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ДОМБАРОВСКИЙ ДОМБАРОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ЖАНАТАЛАП БЕЛЯЕВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ЖУДАМАНСАЙ ОРЕНБУРГСКОЙ ОБЛАСТИ; ЖУЛАМАНСАЙ АДАМОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ЗАГЛЯДИНО АСЕКЕЕВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ЗЕМЛЯНСКИЙ СОЛЬ-ИЛЕЦКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; КАИРОВКА ОРЕНБУРГСКОЙ ОБЛАСТИ; КРАСНОХОЛМ ДЗЕРЖИНСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; КУВАНДЫК ОРЕНБУРГСКОЙ ОБЛАСТИ; КУРМАНСАЙ ДОМБАРОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; МЕДНОГОРСК ОРЕНБУРГСКОЙ ОБЛАСТИ; НОВОТРОИЦК ОРЕНБУРГСКОЙ ОБЛАСТИ; ОРЕНБУРГ ОРЕНБУРГСКОЙ ОБЛАСТИ; ОРЕНБУРГСКАЯ ОБЛАСТЬ; ОРЕНБУРГСКОЙ ОБЛАСТИ; ОРСК ОРЕНБУРГСКАЯ ОБЛАСТЬ; ОРСК ОРЕНБУРГСКОЙ ОБЛАСТИ; ПЕРВОМАЙСКИЙ ОРЕНБУРГСКОЙ ОБЛАСТИ; ПОГРОМНОЕ ТОЦКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ПРИВОЛЬНОЕ ИЛЕКСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; САКМАРА САКМАРСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; САРАЙ-ГИР МАТВЕЕВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; САРАКТАШ САРАКТАШСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; СВЕТЛЫЙ СВЕТЛИНСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; СОВХОЗНЫЙ АДАМОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ТЕРЕНСАЙ АДАМОВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ТУГУСТЕМИР ТЮЛЬГАНСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ТЮЛЬГАН ОРЕНБУРГСКОЙ ОБЛАСТИ; ТЮЛЬГАН ТЮЛЬГАНСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; УРАЛ КУВАНДЫКСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; УРАН СОРОЧИНСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ЦВИЛЛИНГА СОЛЬ-ИЛЕЦКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ЧКАЛОВ АСЕКЕЕВСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ; ШИЛЬДА АДАМОВСКИЙ РАЙОН ОРЕНБУРГСКАЯ ОБЛАСТЬ; ЯСНЫЙ ОРЕНБУРГСКОЙ ОБЛАСТИ
recSn6NS0uWmyEb6v,Орловская область,ВАСИЛЬЕВСКИЙ БОЛХОВСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ГОРНОСТАЕВКА ЛИВЕНСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ЗАЛЕГОЩЬ ЗАЛЕГОЗЕНСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ЗНАМЕНКА ОРЛОВСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; КАСУЛИЧИ ШАБЛЫНИНСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; КРОМЫ КРОМСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ЛИВНЫ ОРЛОВСКОЙ ОБЛАСТИ; МЦЕНСК ОРЛОВСКОЙ ОБЛАСТИ; НОВОДЕРЕВЕНЬСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ОКТЯБРЬ НОВОДЕРЕВЕНЬКОВСКИЙ РАЙОН ОРЛОВСКАЯ ОБЛАСТЬ; ОКТЯБРЬ НОВОДЕРЕВЕНЬКОВСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ОРЕЛ ОРЛОВСКОЙ ОБЛАСТИ; ОРЛОВСКАЯ ОБЛАСТЬ; ОРЛОВСКИЙ ОХОТСКИЙ РАЙОН ХАБАРОВСКОГО КРАЯ; ПЕНЬКОЗАВОД НОВОСИЛЬСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; РОГАТЫЙ МАЛОАРХАНГЕЛЬСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; РОССТАНИ ЛИВЕНСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; СОКОЛАЕВКА СВЕРДЛОВСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; СРЕДНЕЕ ВЕРХОВСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ТАГИНО ГЛАЗУНОВСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ТРУБЧЕВА БОЛХОВСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ; ХОМУТОВО НОВОДЕРЕВЕНЬКОВСКОГО РАЙОНА ОРЛОВСКОЙ ОБЛАСТИ
recme4RESHqe6WOLc,Пензенская область,БАТРАК КАМЕНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; БЕЛИНСКИЙ ПЕНЗЕНСКОЙ ОБЛАСТИ; БЕССОНОВКА ПЕНЗЕНСКОЙ ОБЛАСТИ; ГОРОДИЩЕ ПЕНЗЕНСКОЙ ОБЛАСТИ; ГРИШИНО ТАМАЛИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ДРУЖАЕВКА МАЛОСЕРДОБИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ЕВЛАШЕВО КУЗНЕЦКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ЕЛЮЗАНЬ ГОРОДИЩЕНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ЗАРЕЧНЫЙ ПЕНЗЕНСКОЙ ОБЛАСТИ; ЗАСЕЧНОЕ ПЕНЗЕНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ЗЕМЕТЧИНО ЗЕМЕТЧИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ИНДЕРКА СОСНОВОБОРСКИЙ РАЙОН ПЕНЗЕНСКОЙ ОБЛАСТИ; ИНДЕРКА СОСНОВОБОРСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; КАМЕНКА ПЕНЗЕНСКОЙ ОБЛАСТИ; КАРЛЫГАН ЛОПАТИНСКИЙ РАЙОН ПЕНЗЕНСКОЙ ОБЛАСТИ; КАРНОВАР НЕВЕРКИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; КОЧАЛЕЙКА КАМЕНСКИЙ РАЙОН ПЕНЗЕНСКОЙ ОБЛАСТИ; КРИВОШЕЕВКА НИЖНЕЛОМОВСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; КУЗНЕЦК ПЕНЗЕНСКОЙ ОБЛАСТИ; ЛУНИНО ПЕНЗЕНСКОЙ ОБЛАСТИ; МОКШАН МОКШАНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; МУРАТОВКА МОКШАНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; НЕВЕРКИНО НЕВЕРКИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; НИЖНИЙ ЛОМОВ ПЕНЗЕНСКОЙ ОБЛАСТИ; ОКТЯБРЬСКОЕ НЕВЕРКИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ПАЗЕЛКИ БЕССОНОВСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ПАЧЕЛМА ПАЧЕЛМСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ПЕНЗА ПЕНЗЕНСКОЙ ОБЛАСТИ; ПЕНЗЕНСКОЙ ОБЛАСТИ; ПРИГОРОДНЕЕ СЕРДОБСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; РОССИЯ ЗЕМЕТЧИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; СЕРДОБСК ПЕНЗЕНСКОЙ ОБЛАСТИ; ТРУЕВ КУЗНЕЦКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ; ЦАРЕВЩИНО МОКШАНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ
recL03MwG7BJed4Wp,Полтавская область,БЕЛЕЦКОВКА КРЕМЕНЧУГСКОГО РАЙОНА ПОЛТАВСКОЙ ОБЛАСТИ; БЕЛИКИ КОБЕЛЯКСКОГО РАЙОНА ПОЛТАВСКОЙ ОБЛАСТИ; ДИКАНЬКА ПОЛТАВСКОЙ ОБЛАСТИ РЕСПУБЛИКИ; ЖЕЛЕЗНОДОРОЖНОЕ ПОЛТАВСКОГО РАЙОНА ПОЛТАВСКОЙ ОБЛАСТИ; КАРЛОВКА ПОЛТАВСКОЙ ОБЛАСТИ; КРЕМЕНЧУГ ПОЛТАВСКОЙ ОБЛАСТИ; КРЕМЕНЧУГ ПОЛТАВСКОЙ ОБЛАСТИ РЕСПУБЛИКИ; ЛУБНЫ ПОЛТАВСКОЙ ОБЛАСТИ РЕСПУБЛИКИ; МАРТЫНОВКА ПОЛТАВСКОЙ ОБЛАСТИ; МАЧЕХИ ПОЛТАВСКОЙ ОБЛАСТИ; ПЕТРОВКА ХОРОЛЬСКОГО РАЙОНА ПОЛТАВСКОЙ ОБЛАСТИ; ПОЛТАВА ПОЛТАВСКОЙ ОБЛАСТИ; САДКИ КРЕМЕНЧУГСКОГО РАЙОНА ПОЛТАВСКОЙ ОБЛАСТИ; ЧЕРЕМУШКИ ПОЛТАВСКОГО РАЙОНА ПОЛТАВСКОЙ ОБЛАСТИ
recgYhw8Vlb0MnzFX,Приморский край,ПРИМОРСКИЙ КРАЙ; ПРИМОРСКИЙ ХАСАНСКОГО РАЙОНА ПРИМОРСКОГО КРАЯ
recw21fmGvypJoG2G,Псковская область,ВЕЛИКИЕ ЛУКИ ПСКОВСКОЙ ОБЛАСТИ; ДНО ПСКОВСКОЙ ОБЛАСТИ; НОВОРЖЕВ ПСКОВСКОЙ ОБЛАСТИ; ОСТРОВ ПСКОВСКОЙ ОБЛАСТИ; ПЕСОЧЕК ДЕДОВИЧСКОГО РАЙОНА ПСКОВСКОЙ ОБЛАСТИ; ПСКОВ ПСКОВСКОЙ ОБЛАСТИ
rec10ibA7BDRwI0uD,Республика Адыгея,АДЫГЕЙСК РЕСПУБЛИКИ; АДЫГЕЙСК ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ; АССОКОЛАЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ; АУЛ УЛЯП КРА; ГАБУКАЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ; ГАТЛУКАЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ; ГИАГИНСКАЯ ГИАГИНСКОГО РАЙОНА РЕСПУБЛИКИ; ЕГЕРУХАЙ КОШЕХАБЛЬСКОГО РАЙОНА РЕСПУБЛИКИ; КОШЕХАБЛЬ КОШЕХАБЛЬСКОГО РАЙОНА РЕСПУБЛИКИ; КРАСНОГВАРДЕЙСКОЕ КРАСНОГВАРДЕЙСКОГО РАЙОНА РЕСПУБЛИКИ; КРАСНООКТЯБРЬСКИЙ МАЙКОПСКОГО РАЙОНА РЕСПУБЛИКИ; МАЙКОП РЕСПУБЛИКИ; МАМХЕГ ШОВГЕНОВСКОГО РАЙОНА РЕСПУБЛИКИ; НАТЫРБОВО КОШЕХАБЛЬСКОГО Р-НА РЕСПУБЛИКИ; ПОНЕЖУКАЙ ТЕУЧЕЖСКОГО РАЙОНА РЕСПУБЛИКИ; ПСЕЙТУК ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ; ТАХТАМУКАЙ РЕСПУБЛИКИ; УДОБНЫЙ МАЙКОПСКОГО РАЙОНА РЕСПУБЛИКИ; ХАТАЖУКАЙ ШОВГЕНОВСКОГО РАЙОНА РЕСПУБЛИКИ; ШЕНДЖИЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ; ШОВГЕНОВСКИЙ ШОВГЕНОВСКОГО РАЙОНА РЕСПУБЛИКИ; ЭНЕМ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ; ЯБЛОНОВСКИЙ ТАХТАМУКАЙСКОГО РАЙОНА РЕСПУБЛИКИ
rec8WiXCnjn7Q1OCA,Республика Алтай,ВЕРХ-ЧЕРГА ШЕБАЛИНСКОГО РАЙОНА РЕСПУБЛИКИ; ГОРНО-АЛТАЙСК РЕСПУБЛИКИ; КОШ-АГАЧ РЕСПУБЛИКИ; ОНГУДАЙ ОНГУДАЙСКОГО РАЙОНА РЕСПУБЛИКИ; СЕМИНСКОЕ ШЕБАЛИНСКОГО РАЙОНА РЕСПУБЛИКИ; ШИШИКМАН ОНГУДАЙСКОГО РАЙОНА РЕСПУБЛИКИ
